english_word,part_of_speech,transcription,russian_word,speech
accompany,(v.),[əˈkʌmpənɪ],"сопровождать, аккомпанировать",[sound:accompany.mp3]
dozen,(n.),[ˈdʌz(ə)n],дюжина,[sound:dozen.mp3]
castle,(n.),[ˈkɑːs(ə)l],"замок, дворец",[sound:castle.mp3]
suspicion,(n.),[səˈspɪʃ(ə)n],подозрение,[sound:suspicion.mp3]
outdoor,(adj.),[ˈaʊtdɔː(r)],"внешний, наружный",[sound:outdoor.mp3]
pepper,(n.),[ˈpepə(r)],перец,[sound:pepper.mp3]
outline,(v.),[ˈaʊtlaɪn],"очертить, обрисовать",[sound:outline.mp3]
orange,(n.),[ˈɒrɪndʒ],апельсин,[sound:orange.mp3]
princess,(n.),[prɪnˈses],принцесса,[sound:princess.mp3]
outside,(prep.),[ˌæʊtˈsaɪd],"вне, за пределами",[sound:outside.mp3]
express,(adj.),[ɪkˈspres],"ясный, точный, срочный",[sound:express.mp3]
overall,(adj.),[ˌoʊvərˈɔl],"полный, общий, от начала до конца",[sound:overall.mp3]
overall,(adv.),[ˌoʊvərˈɔl],"повсюду, везде, повсеместно",[sound:overall.mp3]
approach,(n.),[əˈprəʊtʃ],"приближение, наступление",[sound:approach.mp3]
prospect,(n.),[ˈprɒspekt],"шанс, надежда",[sound:prospect.mp3]
ease,(v.),[iːz],"облегчать, избавлять, ослаблять",[sound:ease.mp3]
forward,(adv.),[ˈfɔrwərd],"с этого момента, отныне, впредь",[sound:forward.mp3]
sack,(n.),[sæk],"мешок, пакетик",[sound:sack.mp3]
dialogue,(n.),[ˈdaɪəlɒɡ],"диалог, разговор, беседа",[sound:dialogue.mp3]
palace,(n.),[ˈpælɪs],дворец,[sound:palace.mp3]
expert,(adj.),[ˈekˌspərt],"опытный, искусный, квалифицированный",[sound:expert.mp3]
November,(n.),[nəʊˈvembə(r)],ноябрь,[sound:november.mp3]
depth,(n.),[depθ],"глубина, интенсивность",[sound:depth.mp3]
apparent,(adj.),[əˈpærənt],"очевидный, обманчивый",[sound:apparent.mp3]
partnership,(n.),[ˈpɑːtnəʃɪp],"сотрудничество, компания, товарищество",[sound:partnership.mp3]
tiring,(adj.),[ˈtaɪrɪŋ],"изнурительный, утомительный",[sound:tiring.mp3]
collapse,(n.),[kəˈlæps],"обрушение, крушение, провал",[sound:collapse.mp3]
bet,(v.),[bet],"держать пари, биться об заклад",[sound:bet.mp3]
resist,(v.),[rɪˈzɪst],"сопротивляться, противостоять",[sound:resist.mp3]
passing,(adj.),[ˈpæsɪŋ],"мгновенный, мимолётный, преходящий",[sound:passing.mp3]
level,(adj.),[ˈlevəl],"ровный, на одном уровне",[sound:level.mp3]
offensive,(adj.),[əˈfensɪv],"обидный, оскорбительный",[sound:offensive.mp3]
peak,(n.),[piːk],"пик (значения или горы), гребень (волны)",[sound:peak.mp3]
native,(adj.),[ˈneɪtɪv],"родной, прирожденный",[sound:native.mp3]
outer,(adj.),[ˈaʊtə(r)],"внешний, наружный, отдаленный",[sound:outer.mp3]
delay,(n.),[dɪˈleɪ],"задержка, простой",[sound:delay.mp3]
August,(n.),[ˈɔːɡəst],август,[sound:august.mp3]
defense,(n.),[dɪˈfens],"защита, оборона",[sound:defense.mp3]
performer,(n.),[pəˈfɔːmə(r)],"исполнитель, актер",[sound:performer.mp3]
capture,(v.),[kæptʃə(r)],"захватывать, завоевывать",[sound:capture.mp3]
accurately,(adv.),[ˈækjərətli],"точно, безошибочно, аккуратно",[sound:accurately.mp3]
personally,(adv.),[ˈpəːsənəlɪ],"лично, персонально",[sound:personally.mp3]
maintain,(v.),[meɪnˈteɪn],"поддерживать, обслуживать",[sound:maintain.mp3]
traditional,(adj.),[trəˈdɪʃən(ə)l],традиционный,[sound:traditional.mp3]
photocopy,(n.),[ˈfoʊtəˌkɑpiː],фотокопия,[sound:photocopy.mp3]
photocopy,(v.),[ˈfoʊtəˌkɑpiː],фотокопирование,[sound:photocopy.mp3]
draft,(v.),[drɑːft],"составить проект, делать эскиз",[sound:draft.mp3]
blank,(n.),[blæŋk],"пустое место, бланк",[sound:blank.mp3]
photography,(n.),[fəˈtɑgrəfiː],"фотография, съемка",[sound:photography.mp3]
guitar,(n.),[ɡɪˈtɑː(r)],гитара,[sound:guitar.mp3]
continuously,(adv.),[kənˈtɪnjuːəsli],"безперебойно, непрерывно",[sound:continuously.mp3]
employee,(n.),[emplɔɪˈiː],"служащий, работающий по найму",[sound:employee.mp3]
blond,(adj.),[blɒnd],блондин,[sound:blond.mp3]
landscape,(n.),[ˈlænˌskeɪp],"пейзаж, ланшафт",[sound:landscape.mp3]
assistant,(n.),[əˈsɪst(ə)nt],помощник,[sound:assistant.mp3]
prince,(n.),[prɪns],принц,[sound:prince.mp3]
qualified,(adj.),[ˈkwɒlɪfaɪ],"компетентный, сведущий",[sound:qualified.mp3]
willingness,(n.),[ˈwɪlɪŋnɪs],готовность,[sound:willingness.mp3]
current,(n.),[ˈkʌrənt],"струя, поток, эл.ток",[sound:current.mp3]
convert,(v.),[ˈkɒnvəːt],"превращать, преводить, обращать (в веру)",[sound:convert.mp3]
fund,(v.),[fʌnd],"финансировать, делать запас, фундировать",[sound:fund.mp3]
initiative,(n.),[ɪˈnɪʃətɪv],"инициатива, первый шаг, почин",[sound:initiative.mp3]
producer,(n.),[prəˈdjuːsə(r)],"изготовитель, поставщик, производитель, продюсер",[sound:producer.mp3]
double,(v.),[ˈdʌb(ə)l],удваивать,[sound:double.mp3]
unlike,(adj.),[ʌnˈlaɪk],"разный, непохожий",[sound:unlike.mp3]
wounded,(adj.),[ˈwuːndɪd],раненный,[sound:wounded.mp3]
plenty,(n.),[ˈplentiː],"(из)обилие, достаток",[sound:plenty.mp3]
plot,(v.),[plɒt],"замышлять, составлять заговор",[sound:plot.mp3]
breed,(v.),[briːd],"размножаться, плодиться",[sound:breed.mp3]
illustrate,(v.),[ˈɪləstreɪt],иллюстировать,[sound:illustrate.mp3]
mineral,(adj.),[ˈmɪnər(ə)l],минеральный,[sound:mineral.mp3]
engage,(v.),[ɪnˈɡeɪdʒ],"привлекать, увлекать, занимать",[sound:engage.mp3]
gradual,(adj.),[ˈɡrædjʊəl],"постепенный, последовательный",[sound:gradual.mp3]
pop,(n.),[pɒp],"хлопок, шлепок",[sound:pop.mp3]
occupied,(adj.),[ˈɑkjəˌpaɪd],"занятый, снятый",[sound:occupied.mp3]
privately,(adv.),[ˈpraɪvitlɪ],"неофициально, частным образом",[sound:privately.mp3]
pose,(v.),[pəʊz],"ставить, позировать",[sound:pose.mp3]
expected,(adj.),[ɪkˈspektid],"будущий, ожидаемый",[sound:expected.mp3]
mess,(v.),[ˈmes],"создавать безпорядок, пачкать, портить",[sound:mess.mp3]
motor,(n.),[ˈməʊtə(r)],двигатель,[sound:motor.mp3]
post,(v.),[ˈpoʊst],"сообщать, объявлять, расклеивать",[sound:post.mp3]
potential,(adj.),[pəˈtenʃ(ə)l],"потенциальный, возможный",[sound:potential.mp3]
potential,(n.),[pəˈtenʃ(ə)l],потенциал,[sound:potential.mp3]
poverty,(n.),[ˈpɒvətɪ],"бедность, нищета, нужда",[sound:poverty.mp3]
alternative,(n.),[ɔːlˈtəːnətɪv],"альтернатива, выбор",[sound:alternative.mp3]
overcome,(v.),[ˌoʊvərˈkəm],"превозмочь, победить",[sound:overcome.mp3]
media,(n.),[ˈmiːdiːə],СМИ,[sound:media.mp3]
praise,(n.),[preɪz],"хвала, восхваление",[sound:praise.mp3]
considerably,(adv.),[kənˈsɪdərəb(ə)li],"значительно, много",[sound:considerably.mp3]
transfer,(v.),[ˈtrænsfəː(r)],"переносить, перемещать, пересаживаться",[sound:transfer.mp3]
prepared,(adj.),[prɪˈperd],"готовый, подготовленный",[sound:prepared.mp3]
intense,(adj.),[ɪnˈtens],"интенсивный, крепкий, сильный",[sound:intense.mp3]
gay,(adj.),[ɡeɪ],гей,[sound:gay.mp3]
preserve,(v.),[prɪˈzəːv],"сохранять, сберегать",[sound:preserve.mp3]
polish,(v.),[ˈpɒlɪʃ],"наводить лоск, чистить",[sound:polish.mp3]
finance,(n.),[ˈfaɪnæns],"финансы, доходы, деньги",[sound:finance.mp3]
demonstrate,(v.),[ˈdemənstreɪt],"демонстрировать, показывать",[sound:demonstrate.mp3]
requirement,(n.),[rɪˈkwaɪəmənt],"требование, необходимое условие",[sound:requirement.mp3]
butt,(n.),[bʌt],"попа, окурок",[sound:butt.mp3]
plus,(adj.),[plʌs],"положительный, добавочный",[sound:plus.mp3]
previously,(adv.),[ˈpriːvɪəslɪ],"заблаговременно, заранее",[sound:previously.mp3]
pride,(n.),[praɪd],"гордость, чувство гордости",[sound:pride.mp3]
chip,(n.),[tʃɪp],"осколок, щепка, скол, зазубрина",[sound:chip.mp3]
primarily,(adv.),[ˈpraɪmərɪlɪ],"первоначально, в основном",[sound:primarily.mp3]
shocking,(adj.),[ˈʃɒkɪŋ],"потрясающий, ужасающий",[sound:shocking.mp3]
make,(n.),[ˈmeɪk],"изготовление, марка",[sound:make.mp3]
principal,(n.),[ˈprɪnspəl],"глава, начальник, ректор (юрд.)",[sound:principal.mp3]
moving,(adj.),[ˈmuːvɪŋ],"волнующий, трогательный",[sound:moving.mp3]
print,(n.),[ˈprɪnt],"оттиск, отпечаток, след",[sound:print.mp3]
printer,(n.),[ˈprɪntə(r)],"принтер, типографщик",[sound:printer.mp3]
prior,(adj.),[ˈpraɪə(r)],"прежний, бывший, предшествующий",[sound:prior.mp3]
family,(adj.),[ˈfæmliː],"фамильный, семейный",[sound:family.mp3]
amaze,(v.),[əˈmeɪz],"изумлять, поражать, удивлять",[sound:amaze.mp3]
presentation,(n.),[prezənˈteɪʃ(ə)n],"презентация, представление",[sound:presentation.mp3]
film,(v.),[ˈfɪlm],производить киносъёмку,[sound:film.mp3]
zero,(number),[ˈzɪərəʊ],ноль,[sound:zero.mp3]
proceed,(v.),[prəˈsiːd],продолжать,[sound:proceed.mp3]
contemporary,(adj.),[kənˈtempərərɪ],"современный, современник",[sound:contemporary.mp3]
process,(v.),[ˈprəʊses],"обрабатывать, оформлять",[sound:process.mp3]
mate,(n.),[meɪt],"напарник, сосед по комнате",[sound:mate.mp3]
geography,(n.),[dʒɪˈɒɡrəfɪ],география,[sound:geography.mp3]
figure,(v.),[ˈfɪgjər],"считать, полагать",[sound:figure.mp3]
debate,(v.),[dɪˈbeɪt],"обсуждать, дискутировать, спорить",[sound:debate.mp3]
publishing,(n.),[ˈpʌblɪʃɪŋ],издательский,[sound:publishing.mp3]
project,(v.),[ˈprɑˌdʒekt],"проектировать, отбрасывать (тень)",[sound:project.mp3]
promotion,(n.),[prəˈməʊʃ(ə)n],"продвижение по службе, повышение, рекламная компания",[sound:promotion.mp3]
prompt,(adj.),[prɒmpt],"быстрый, проворный",[sound:prompt.mp3]
review,(v.),[rɪˈvjuː],"обозревать, осматривать",[sound:review.mp3]
promptly,(adv.),[ˈprɑm(p)tliː],"быстро, сразу, прямо",[sound:promptly.mp3]
pronounce,(v.),[prəˈnaʊns],произносить,[sound:pronounce.mp3]
uncontrolled,(adj.),[ˌʌnkənˈtrəʊld],"неуправляемый, бесконтрольный",[sound:uncontrolled.mp3]
proportion,(n.),[prəˈpɔːʃ(ə)n],пропорция,[sound:proportion.mp3]
proposal,(n.),[prəˈpəʊz(ə)l],"предложение, план",[sound:proposal.mp3]
sweet,(n.),[ˈswiːt],"конфета, карамель, леденец",[sound:sweet.mp3]
approximate,(adj.),[əˈprɒksɪmət],"приблизительный, близкий",[sound:approximate.mp3]
protest,(v.),[ˈprəʊtest],"протестовать, возражать",[sound:protest.mp3]
concern,(v.),[kənˈsəːn],"описывать, затрагивать, волновать",[sound:concern.mp3]
display,(n.),[dɪˈspleɪ],"показ, выставка, дисплей",[sound:display.mp3]
wrongly,(adv.),[ˈrɒŋlɪ],незаслуженно,[sound:wrongly.mp3]
provided,(conj.),[prəˈvaɪdɪd],"при условии, если только",[sound:provided.mp3]
panel,(n.),[ˈpæn(ə)l],"комиссия, панель, филенка",[sound:panel.mp3]
publicity,(n.),[pʌbˈlɪsɪtɪ],"гласность, публичность, реклама",[sound:publicity.mp3]
progress,(v.),[ˈprɑgrəs],"развиваться, совершенствоваться",[sound:progress.mp3]
punch,(v.),[pʌntʃ],"ударять кулаком, пронзать",[sound:punch.mp3]
budget,(n.),[ˈbʌdʒɪt],"бюджет, смета, запас",[sound:budget.mp3]
rival,(adj.),[ˈraɪv(ə)l],"соперничающий, конкурирующий",[sound:rival.mp3]
foundation,(n.),[faʊnˈdeɪʃ(ə)n],"фундамент, основание",[sound:foundation.mp3]
pursue,(v.),[pəˈsjuː],"гнаться, преследовать, добиваться",[sound:pursue.mp3]
finance,(v.),[ˈfaɪnæns],"финансировать, вкладывать средства",[sound:finance.mp3]
complicate,(v.),[ˈkɒmplɪkeɪt],"затруднять, осложнять, усложнять",[sound:complicate.mp3]
plus,(n.),[plʌs],положительная величина,[sound:plus.mp3]
quote,(v.),[kwəʊt],"цитировать, ссылаться",[sound:quote.mp3]
following,(n.),[ˈfɒləʊwɪŋ],"последователи, сторонники",[sound:following.mp3]
district,(n.),[ˈdɪstrɪkt],"район, область, округ",[sound:district.mp3]
mineral,(n.),[ˈmɪnər(ə)l],минерал,[sound:mineral.mp3]
i.e.,(lat.),[ˌaɪ ˈi],"(""<span>id est"") &nbsp;</span>то есть",[sound:i_e.mp3]
range,(n.),[reɪndʒ],"сфера, диапазон, серия, линия",[sound:range.mp3]
junior,(n.),[ˈdʒuːnɪə(r)],"младший, более молодой, юниор",[sound:junior.mp3]
statue,(n.),[ˈstætjuː],статуя,[sound:statue.mp3]
raw,(adj.),[rɔː],"сырой, необработанный",[sound:raw.mp3]
homework,(n.),[ˈhəʊmwəːk],"домашняя работа, домашнее задание",[sound:homework.mp3]
grave,(adj.),[ɡreɪv],"серьезный, веский, мрачный",[sound:grave.mp3]
skillfully,(adv.),[ˈskɪlfʊlɪ],мастерски,[sound:skillfully.mp3]
rear,(adj.),[rɪə(r)],"задний, тыльный",[sound:rear.mp3]
rear,(n.),[rɪə(r)],"задняя сторона, тыл, ягодицы",[sound:rear.mp3]
annual,(adj.),[ˈænjʊəl],"ежегодный, годичный, годовой",[sound:annual.mp3]
editor,(n.),[ˈedɪtə(r)],редактор,[sound:editor.mp3]
recognition,(n.),[rekəɡˈnɪʃ(ə)n],"узнавание, знак узнавания",[sound:recognition.mp3]
downward,(adj.),[ˈdæʊnwərd],"спускающийся, ухудшающийся",[sound:downward.mp3]
recording,(n.),[rɪˈkɔːdɪŋ],звуко-видео запись,[sound:recording.mp3]
stroke,(n.),[strəʊk],"удар, такт, паралич",[sound:stroke.mp3]
reference,(n.),[ˈrefərəns],"ссылка, упоминание",[sound:reference.mp3]
reform,(v.),[rɪˈfɔːm],"реформировать, улучшать, изменять",[sound:reform.mp3]
refusal,(n.),[rɪˈfjuːz(ə)l],"отказ, непринятие",[sound:refusal.mp3]
confirm,(v.),[kənˈfəːm],"подтверждать, подкреплять",[sound:confirm.mp3]
aspect,(n.),[ˈæspekt],"аспект, подход, сторона",[sound:aspect.mp3]
beak,(n.),[biːk],клюв,[sound:beak.mp3]
regional,(adj.),[ˈriːdʒənəl],"региональный, районный",[sound:regional.mp3]
regulation,(n.),[reɡjʊˈleɪʃ(ə)n],"правило, регламент",[sound:regulation.mp3]
abandoned,(adj.),[əˈbænd(ə)nd],"заброшенный, покинутый",[sound:abandoned.mp3]
baggage,(n.),[ˈbæɡɪdʒ],багаж (амер.),[sound:baggage.mp3]
worry,(n.),[ˈwəriː],"беспокоиться, волноваться",[sound:worry.mp3]
yawn,(v.),[jɔːn],зевать,[sound:yawn.mp3]
July,(n.),[dʒuːˈlaɪ],июль,[sound:july.mp3]
remaining,(adj.),[rɪˈmeɪnɪŋ],"остающийся, нераспроданный",[sound:remaining.mp3]
export,(n.),[ˈekspɔːt],"экспорт, вывоз",[sound:export.mp3]
remote,(adj.),[rɪˈməʊt],"отдаленный, дальний, удаленный",[sound:remote.mp3]
activist,(n.),[æktɪvɪst],активист,[sound:activist.mp3]
constantly,(adv.),[ˈkɒnst(ə)ntlɪ],"непрерывно, постоянно",[sound:constantly.mp3]
civil,(adj.),[ˈsɪv(ə)l],"гражданский, воспитанный",[sound:civil.mp3]
inevitably,(adv.),[ɪnˈevɪtəb(ə)li],"неизбежно, неминуемо",[sound:inevitably.mp3]
creation,(n.),[kriːˈeɪʃ(ə)n],"формирование, создание",[sound:creation.mp3]
mass,(n.),[mæs],"масса, месса",[sound:mass.mp3]
absorb,(v.),[əbˈzɔːb],"всасывать, впитывать",[sound:absorb.mp3]
representative,(n.),[reprɪˈzentətɪv],"образец, типичный представитель",[sound:representative.mp3]
representative,(adj.),[reprɪˈzentətɪv],"отображающий, представительный",[sound:representative.mp3]
reputation,(n.),[repjʊˈteɪʃ(ə)n],"репутация, слава, доброе имя",[sound:reputation.mp3]
spicy,(adj.),[ˈspaɪsɪ],"острый, пикантный",[sound:spicy.mp3]
reserve,(n.),[rɪˈzəːv],"запас, резерв, заповедник, резервация",[sound:reserve.mp3]
resident,(n.),[ˈrezɪd(ə)nt],постоянно проживающее лицо,[sound:resident.mp3]
resistance,(n.),[rɪˈzɪst(ə)ns],"сопротивление, отпор",[sound:resistance.mp3]
resort,(n.),[rɪˈzɔːt],курорт,[sound:resort.mp3]
absence,(n.),[ˈæbs(ə)ns],"отсутствие, недостаток",[sound:absence.mp3]
respond,(v.),[rɪˈspɒnd],отвечать,[sound:respond.mp3]
restrict,(v.),[rɪˈstrɪkt],ограничивать,[sound:restrict.mp3]
restricted,(adj.),[rɪˈstrɪktid],"ограниченный, узкий",[sound:restricted.mp3]
squeeze,(n.),[skwiːz],"сжатие, пресование",[sound:squeeze.mp3]
retire,(v.),[rɪˈtaɪə(r)],"уходить в отставку, на пенсию",[sound:retire.mp3]
menu,(n.),[ˈmenjuː],меню,[sound:menu.mp3]
adjust,(v.),[əˈdʒʌst],"регулировать, приводить в порядок",[sound:adjust.mp3]
dare,(v.),[deə(r)],"отваживаться, осмеливаться, сметь",[sound:dare.mp3]
prompt,(v.),[prɒmpt],"побуждать, подталкивать",[sound:prompt.mp3]
revision,(n.),[rɪˈvɪʒ(ə)n],"ревизия, инспекция, пересмотр",[sound:revision.mp3]
revolution,(n.),[revəˈluːʃ(ə)n],"переворот, восстание",[sound:revolution.mp3]
adult,(adj.),[əˈdəlt],"взрослый, зрелый",[sound:adult.mp3]
content,(n.),[ˈkɒntent],"содержимое, удовлетворенность",[sound:content.mp3]
awful,(adj.),[ˈɔːfʊl],"страшный, ужасный, отвратительный",[sound:awful.mp3]
widely,(adv.),[ˈwaɪdlɪ],"широко, в различных местах",[sound:widely.mp3]
rightly,(adv.),[ˈraɪtlɪ],"правильно, верно, точно",[sound:rightly.mp3]
freely,(adv.),[ˈfriːli],"свободно, легко, вольно",[sound:freely.mp3]
candidate,(n.),[ˈkændɪdət],"кандидат, соискатель",[sound:candidate.mp3]
purchase,(n.),[ˈpəːtʃɪs],"покупка, закупка, купля",[sound:purchase.mp3]
dramatically,(adv.),[drəˈmætɪk(ə)li],"драматично, ярко, впечатляюще",[sound:dramatically.mp3]
ill,(adj.),[il],"больной, нездоровый",[sound:ill.mp3]
wander,(n.),[ˈwɒndə(r)],"странствие, путешествие",[sound:wander.mp3]
vast,(adj.),[vɑːst],"огромный, обширный",[sound:vast.mp3]
contribution,(n.),[kɒntrɪˈbjuːʃ(ə)n],"взнос, пожертвование",[sound:contribution.mp3]
drum,(n.),[drʌm],барабан,[sound:drum.mp3]
rose,(n.),[rəʊz],роза,[sound:rose.mp3]
reproduce,(v.),[riːprəˈdjuːs],"рождать, воспроизводить",[sound:reproduce.mp3]
roughly,(adv.),[ˈrəfliː],"приблизительно, грубо, резко",[sound:roughly.mp3]
folding,(adj.),[ˈfəʊldɪŋ],"складной, створчатый, откидной",[sound:folding.mp3]
routine,(adj.),[ruːˈtiːn],"определенный, типовой",[sound:routine.mp3]
noticeable,(adj.),[ˈnəʊtɪsəb(ə)l],"видный, заметный, приметный",[sound:noticeable.mp3]
customs,(n.),[ˈkʌstəm],таможня,[sound:customs.mp3]
irritating,(adj.),[ˈɪrɪteɪtıŋ],"раздражающий, вызывающий раздражение",[sound:irritating.mp3]
remarkably,(adv.),[rɪˈmɑːkəb(ə)lɪ],"замечательно, удивительно",[sound:remarkably.mp3]
headache,(n.),[ˈhedeɪk],головная боль,[sound:headache.mp3]
rumor,(n.),[ˈruːmə(r)],"молва, слух",[sound:rumor.mp3]
black,(n.),[ˈblæk],черный,[sound:black.mp3]
running,(n.),[ˈrənɪŋ],"беготня, бег",[sound:running.mp3]
creative,(adj.),[kriːˈeɪtɪv],"созидательный, творческий",[sound:creative.mp3]
rural,(adj.),[ˈrʊər(ə)l],"деревенский, сельский",[sound:rural.mp3]
rush,(n.),[ˈrəʃ],"бросок, натиск, спешка",[sound:rush.mp3]
broad,(adj.),[brɔːd],"широкий, обширный",[sound:broad.mp3]
consult,(v.),[kənˈsʌlt],"советоваться, обсудить",[sound:consult.mp3]
graduate,(n.),[ˈɡrædjʊət],выпускник,[sound:graduate.mp3]
origin,(n.),[ˈɒrɪdʒɪn],"начало, источник, происхождение",[sound:origin.mp3]
advance,(v.),[ədˈvɑːns],"двигать вперёд, продвигать",[sound:advance.mp3]
satisfy,(v.),[ˈsætɪsfaɪ],удовлетворять,[sound:satisfy.mp3]
unwillingly,(adv.),[ʌnˈwɪlɪŋlɪ],"неохотно, против желания",[sound:unwillingly.mp3]
Saturday,(n.),[ˈsætədeɪ],суббота,[sound:saturday.mp3]
ensure,(v.),[ɪnˈʃʊə(r)],"гарантировать, обеспечивать",[sound:ensure.mp3]
interpretation,(n.),[ɪntəːprɪˈteɪʃ(ə)n],"толкование, анализ",[sound:interpretation.mp3]
scare,(n.),[ˈsker],"испуг, паника",[sound:scare.mp3]
claim,(v.),[kleɪm],"заявлять, требовать, утверждать",[sound:claim.mp3]
committee,(n.),[kəˈmɪtɪ],"комитет, комиссия",[sound:committee.mp3]
calm,(n.),[ˈkɑm],"спокойствие, выдержанность",[sound:calm.mp3]
decorative,(adj.),[ˈdekərətɪv],декоративный,[sound:decorative.mp3]
classroom,(n.),[klɑːsrus],"класс, аудитория",[sound:classroom.mp3]
scream,(v.),[skriːm],"пронзительно кричать, вопить, визжать",[sound:scream.mp3]
rapidly,(adv.),[ˈræpɪdli],быстро,[sound:rapidly.mp3]
screw,(v.),[skruː],"прикручивать, привинчивать",[sound:screw.mp3]
crown,(n.),[kraʊn],корона,[sound:crown.mp3]
seal,(n.),[siːl],"тюлень, печать",[sound:seal.mp3]
seal,(v.),[siːl],скреплять,[sound:seal.mp3]
view,(v.),[vjuː],"осматривать, оценивать, судить",[sound:view.mp3]
secondary,(adj.),[ˈsekəndərɪ],"вторичный, побочный, второй",[sound:secondary.mp3]
surgery,(n.),[ˈsəːdʒərɪ],хирургия,[sound:surgery.mp3]
secure,(v.),[sɪˈkjʊə(r)],"охранять, защищать",[sound:secure.mp3]
initial,(n.),[ɪˈnɪʃ(ə)l],"инициал, буквица",[sound:initial.mp3]
function,(v.),[ˈfʌŋkʃ(ə)n],"функционировать, работать, действовать",[sound:function.mp3]
seek,(v.),[siːk],"искать, разыскивать, добиваться",[sound:seek.mp3]
jail,(n.),[dʒeɪl],тюрьма,[sound:jail.mp3]
summary,(n.),[ˈsʌmərɪ],"краткое изложение, конспект, сводка, резюме",[sound:summary.mp3]
approach,(v.),[əˈprəʊtʃ],"подходить, приближаться",[sound:approach.mp3]
advertise,(v.),[ˈædvətaɪz],"рекламировать, помещать объявление",[sound:advertise.mp3]
April,(n.),[ˈeɪprɪl],апрель,[sound:april.mp3]
worship,(n.),[ˈwəːʃɪp],вероисповедание,[sound:worship.mp3]
separation,(n.),[sepəˈreɪʃ(ə)n],"отделение, разделение",[sound:separation.mp3]
September,(n.),[sepˈtembə(r)],сентябрь,[sound:september.mp3]
heating,(n.),[ˈhiːtɪŋ],"нагревание, подогревание",[sound:heating.mp3]
seriously,(adv.),[ˈsɪriːəslɪ],"серьёзно, всерьёз",[sound:seriously.mp3]
servant,(n.),[ˈsəːv(ə)nt],слуга,[sound:servant.mp3]
session,(n.),[ˈseʃ(ə)n],"сессия, сеанс",[sound:session.mp3]
minister,(n.),[ˈmɪnɪstə(r)],"священик, министр",[sound:minister.mp3]
address,(v.),[əˈdres],"обращаться (к кому-л.), говорить (с кем-л.)",[sound:address.mp3]
salty,(adj.),[ˈsɔːltɪ],"соленый, пикантный",[sound:salty.mp3]
designer,(n.),[dɪˈzaɪnə(r)],"конструктор, модельер, чертежник, дизайнер",[sound:designer.mp3]
downward,(adv.),[ˈdæʊnwərd],"вниз, ниже",[sound:downward.mp3]
insulting,(adj.),[ˈɪnsʌltɪŋ],"оскорбительный, бранный, обидный",[sound:insulting.mp3]
shallow,(adj.),[ˈʃæləʊ],"мелкий, неглубокий",[sound:shallow.mp3]
disapprove,(v.),[dɪsəˈpruːv],"не одобрять, осуждать (что-л.)",[sound:disapprove.mp3]
investment,(n.),[ɪnˈvestmənt],инвестирование,[sound:investment.mp3]
shave,(v.),[ʃeɪv],"off - брить, сбривать",[sound:shave.mp3]
confusing,(adj.),[kənˈfjuːz],сбивающий с толку,[sound:confusing.mp3]
shocked,(adj.),[ˈʃɑkt],потрясенный,[sound:shocked.mp3]
shift,(v.),[ʃɪft],"перемещать, изменять, переключать",[sound:shift.mp3]
Wednesday,(n.),[ˈwenzdeɪ],среда,[sound:wednesday.mp3]
tent,(n.),[tent],палатка,[sound:tent.mp3]
prime minister,(n.),[ˈpraɪm ˈmɪnəstər],премьер-министр,[sound:prime_minister.mp3]
urban,(adj.),[ˈəːbən],городской,[sound:urban.mp3]
shortly,(adv.),[ˈʃɔrtliː],"коротко, кратко, сжато",[sound:shortly.mp3]
flesh,(n.),[fleʃ],"тело, мякоть",[sound:flesh.mp3]
publication,(n.),[pʌblɪˈkeɪʃ(ə)n],"издание, публикация",[sound:publication.mp3]
embarrassing,(adj.),[ɪmˈbærəsɪŋ],"стеснительный, смущающийся",[sound:embarrassing.mp3]
temporarily,(adv.),[ˈtempərərɪlɪ],"временно, на время",[sound:temporarily.mp3]
spill,(v.),[spɪl],"проливать, разливать",[sound:spill.mp3]
giant,(n.),[ˈdʒaɪənt],"великан, гигант",[sound:giant.mp3]
ankle,(n.),[ˈæŋk(ə)l],лодыжка,[sound:ankle.mp3]
enable,(v.),[ɪˈneɪb(ə)l],"давать возможность, делать возможным",[sound:enable.mp3]
originally,(adv.),[əˈrɪdʒənəliː],"по происхождению, первоначально, оригинально",[sound:originally.mp3]
silk,(n.),[sɪlk],шелк,[sound:silk.mp3]
promote,(v.),[prəˈməʊt],"продвигать, повышать",[sound:promote.mp3]
circumstance,(n.),[ˈsəːkəmst(ə)ns],"обстоятельство, случай, условие",[sound:circumstance.mp3]
tax,(v.),[ˈtæks],"облагать налогом, чрезмерно напрягать",[sound:tax.mp3]
altogether,(adv.),[ɔːltəˈɡeðə(r)],"вполне, всецело, совершенно",[sound:altogether.mp3]
specifically,(adv.),[spəˈsɪfɪkəlɪ],"особенно, специально, в особенности",[sound:specifically.mp3]
lover,(n.),[ˈlʌvə(r)],любовник,[sound:lover.mp3]
deliberate,(adj.),[dɪˈlɪbərət],"неслучайный, преднамеренный",[sound:deliberate.mp3]
commitment,(n.),[kəˈmɪtmənt],обязательство,[sound:commitment.mp3]
smash,(v.),[smæʃ],"крушить, ломать,&nbsp;<span style="" font-style: normal; font-weight: normal;"">up -разбивать</span>",[sound:smash.mp3]
register,(v.),[ˈredʒɪstə(r)],регистрировать,[sound:register.mp3]
